tconst,name,year,mz,my,mx,fz,fy,fx,a10,a9,a8,a7,a6,a5,a4,a3,a2,a1,series_name,parentTconst,seasonNumber,episodeNumber,averageRating,numVotes,demo_adj
tt0394914,Lineage,2001,7.1,6.9,7,7.5,7.8,7.5,134,69,139,222,144,68,33,19,2,20,Star Trek: Voyager,tt0112178,7,12,7,808,7.21942
tt0394915,Sacred Ground,1996,5.5,5.5,6.3,5.9,6.7,6.2,126,50,98,151,181,149,78,43,42,78,Star Trek: Voyager,tt0112178,3,7,5.9,953,5.90132
tt0394916,Workforce,2001,7.8,7.5,7.8,7.9,8.2,8,140,92,286,204,69,24,15,5,2,4,Star Trek: Voyager,tt0112178,7,16,7.7,796,7.7928999999999995
tt0708846,11:59,1999,6.4,6.3,6.9,6.8,7.4,7.4,130,54,134,202,156,97,54,20,25,32,Star Trek: Voyager,tt0112178,5,23,6.6,863,6.74126
tt0708847,Alice,1999,6.4,6.2,6.8,5.6,7,6.9,105,33,97,207,218,97,45,21,11,18,Star Trek: Voyager,tt0112178,6,5,6.5,811,6.37546
tt0708848,Alliances,1996,7.2,7.3,7.3,6.3,7.6,7.2,116,61,210,297,134,50,19,10,5,3,Star Trek: Voyager,tt0112178,2,14,7.3,865,7.073580000000001
tt0708849,Alter Ego,1997,6.5,6.6,6.9,6.2,7.3,7.5,109,42,105,278,176,78,23,22,5,12,Star Trek: Voyager,tt0112178,3,14,6.8,809,6.70428
tt0708850,Ashes to Ashes,2e3,6.8,6.8,7.2,6.8,7.3,7.6,130,44,145,288,131,65,27,10,8,13,Star Trek: Voyager,tt0112178,6,18,7,816,6.975960000000001
tt0708851,"Author, Author",2001,8.4,7.8,7.9,7.8,8.2,8.3,158,158,272,148,67,28,9,6,7,11,Star Trek: Voyager,tt0112178,7,20,7.9,823,8.01722
tt0708852,Barge of the Dead,1999,6.4,6.2,6.5,6.1,7.1,6.9,112,47,103,177,203,106,56,33,23,34,Star Trek: Voyager,tt0112178,6,3,6.4,851,6.43658
tt0708853,Basics: Part I,1996,8.1,7.8,7.9,6.9,8.4,8.1,172,127,331,188,77,30,9,7,4,1,Star Trek: Voyager,tt0112178,2,26,7.9,899,7.785080000000001
tt0708854,Basics: Part II,1996,8.1,7.8,7.9,7.6,8.4,8.5,169,136,337,178,68,34,11,4,2,5,Star Trek: Voyager,tt0112178,3,1,7.9,900,7.96052
tt0708855,Before and After,1997,8,7.7,7.9,7.4,8.3,7.8,177,117,290,197,77,33,14,5,4,16,Star Trek: Voyager,tt0112178,3,21,7.8,888,7.787660000000001
tt0708856,Blink of an Eye,2e3,9.3,8.9,9,9.1,9.3,9.3,722,489,207,84,26,15,7,5,4,10,Star Trek: Voyager,tt0112178,6,12,9,1495,9.0881
tt0708857,Bliss,1999,7.7,7.5,7.8,7,7.8,8.1,148,104,318,242,74,31,7,7,2,3,Star Trek: Voyager,tt0112178,5,14,7.7,888,7.560900000000001
tt0708859,Body and Soul,2e3,8,7.7,8.1,7.5,8,8.3,173,153,315,184,47,30,7,4,6,7,Star Trek: Voyager,tt0112178,7,7,7.9,875,7.85312
tt0708860,Bride of Chaotica!,1999,7.5,7.3,7.5,7.2,7.7,7.5,206,125,216,223,102,61,28,21,18,28,Star Trek: Voyager,tt0112178,5,12,7.4,980,7.38798
tt0708863,Cathexis,1995,6.7,6.6,6.7,6.9,7.4,7.1,111,41,130,297,219,65,42,23,19,7,Star Trek: Voyager,tt0112178,1,12,6.7,916,6.817400000000001
tt0708864,Child's Play,2e3,7.4,7.3,7.8,7.3,8,8.4,130,87,258,243,87,29,12,9,2,3,Star Trek: Voyager,tt0112178,6,19,7.6,811,7.57326
tt0708865,Coda,1997,7.4,6.7,7.2,6.5,8,7.4,130,67,171,281,109,58,29,21,12,11,Star Trek: Voyager,tt0112178,3,15,7.1,847,7.11662
tt0708866,Cold Fire,1995,7.1,7.1,7.3,5.8,7.7,7.4,114,61,206,291,140,58,25,14,4,4,Star Trek: Voyager,tt0112178,2,10,7.2,879,6.96044
tt0708867,Collective,2e3,7.2,7.1,7.5,6.9,7.7,7.7,132,55,192,287,105,36,19,12,6,5,Star Trek: Voyager,tt0112178,6,16,7.3,803,7.251000000000001
tt0708868,Concerning Flight,1997,7,6.5,7.1,5.8,7.3,7.3,113,43,135,243,169,80,37,19,20,8,Star Trek: Voyager,tt0112178,4,11,6.8,823,6.737239999999999
tt0708870,Critical Care,2e3,7.9,7.6,7.9,8.2,7.9,8.2,150,116,297,211,57,25,13,4,3,4,Star Trek: Voyager,tt0112178,7,5,7.8,834,7.886139999999999
tt0708872,"Dark Frontier, Part II",1999,8.6,8.3,8.6,8.2,8.4,8.8,255,248,287,108,38,16,8,3,2,10,Star Trek: Voyager,tt0112178,5,16,8.5,926,8.413780000000001
tt0708873,Day of Honor,1997,7.4,7.2,7.5,6.9,8.2,7.8,122,82,215,308,106,39,13,8,3,5,Star Trek: Voyager,tt0112178,4,3,7.4,860,7.395160000000001
tt0708874,Deadlock,1996,8.4,8.2,8.2,7.6,8.8,8.7,262,241,318,150,57,27,7,9,2,5,Star Trek: Voyager,tt0112178,2,21,8.3,1033,8.22262
tt0708875,Death Wish,1996,8.8,8.2,8.3,7.6,8.7,8.7,277,281,332,148,61,22,7,8,3,6,Star Trek: Voyager,tt0112178,2,18,8.4,1092,8.31782
tt0708876,Demon,1998,7,6.9,7.3,6.7,7.3,7.5,118,52,186,290,133,47,27,14,6,11,Star Trek: Voyager,tt0112178,4,24,7.1,840,7.0250400000000015
tt0708877,Displaced,1997,7.5,7.2,7.5,7.3,7.9,8,112,75,233,269,88,25,17,6,3,3,Star Trek: Voyager,tt0112178,3,24,7.5,791,7.47466
tt0708878,Distant Origin,1997,8.8,8.5,8.6,7.7,8.6,8.8,336,310,271,112,45,15,7,7,3,14,Star Trek: Voyager,tt0112178,3,23,8.5,1071,8.430660000000001
tt0708879,Dragon's Teeth,1999,7.6,7.5,7.9,7.3,7.7,7.9,141,85,284,216,90,36,12,2,6,3,Star Trek: Voyager,tt0112178,6,7,7.6,826,7.57048
tt0708880,Dreadnought,1996,7.7,7.5,7.7,6.8,7.9,7.9,145,107,298,263,104,39,10,10,6,3,Star Trek: Voyager,tt0112178,2,17,7.6,939,7.49958
tt0708881,Drive,2e3,7.1,6.9,7.1,6.5,7.7,7.6,121,59,152,266,127,55,21,11,9,6,Star Trek: Voyager,tt0112178,7,3,7.1,785,7.048279999999999
tt0708882,Drone,1998,8.8,8.5,8.6,8.2,8.5,8.8,337,368,308,131,35,18,8,2,2,3,Star Trek: Voyager,tt0112178,5,2,8.6,1154,8.50902
tt0708883,Elogium,1995,5.5,5.8,6.2,5.7,6.3,6.3,100,17,69,170,270,147,69,47,41,30,Star Trek: Voyager,tt0112178,2,4,5.9,917,5.8586800000000006
tt0708884,Emanations,1995,6.3,6.5,6.9,6.5,7.4,7.2,125,42,130,309,220,94,50,28,16,8,Star Trek: Voyager,tt0112178,1,8,6.7,986,6.673839999999999
tt0708887,Equinox: Part I,1999,8.5,8.3,8.3,7.9,8.5,8.8,221,258,307,117,35,16,3,4,1,7,Star Trek: Voyager,tt0112178,5,26,8.4,925,8.3042
tt0708888,Equinox: Part II,1999,8.4,8.1,8.2,7.8,8.1,8.4,211,208,336,133,49,30,7,11,3,11,Star Trek: Voyager,tt0112178,6,1,8.2,953,8.11166
tt0708889,Ex Post Facto,1995,6.6,6.4,6.8,6.8,7.4,6.6,112,39,131,310,242,106,45,24,19,13,Star Trek: Voyager,tt0112178,1,7,6.6,1004,6.69744
tt0708890,Extreme Risk,1998,6.6,6.6,6.9,6.4,7.5,7.2,104,40,126,278,186,71,38,10,7,10,Star Trek: Voyager,tt0112178,5,3,6.8,827,6.75688
tt0708891,Eye of the Needle,1995,8.5,8.1,8.2,8.5,8.6,8.4,212,267,440,189,54,12,7,3,0,3,Star Trek: Voyager,tt0112178,1,6,8.2,1144,8.33216
tt0708892,Faces,1995,7.3,7.1,7.4,6.7,8,7.7,135,73,240,319,154,47,19,14,7,5,Star Trek: Voyager,tt0112178,1,13,7.3,970,7.26378
tt0708893,Fair Haven,2e3,5.9,5.9,6.5,6.4,7.3,7.2,136,45,110,156,184,110,64,39,22,45,Star Trek: Voyager,tt0112178,6,11,6.3,866,6.384640000000001
tt0708894,Fair Trade,1997,6.7,6.7,6.8,6.4,7.2,6.9,96,31,109,260,212,64,33,8,10,4,Star Trek: Voyager,tt0112178,3,13,6.7,787,6.70694
tt0708895,False Profits,1996,6.3,6.4,7,5.4,6.8,7.5,119,49,123,245,183,100,54,28,16,19,Star Trek: Voyager,tt0112178,3,5,6.6,895,6.4221200000000005
tt0708896,Favorite Son,1997,5.6,5.8,6.5,5.9,6.5,6.2,96,22,79,161,252,116,49,30,25,35,Star Trek: Voyager,tt0112178,3,20,6.1,821,5.97912
tt0708897,Flashback,1996,7.8,7.6,7.9,6.5,8.2,8.2,179,135,346,190,93,41,12,7,6,6,Star Trek: Voyager,tt0112178,3,2,7.8,972,7.5907599999999995
tt0708900,Friendship One,2001,7.1,7,7.2,6.3,7.2,7.9,105,51,156,271,117,51,23,14,2,11,Star Trek: Voyager,tt0112178,7,21,7.1,761,7.0104
tt0708901,Fury,2e3,5.9,6.2,6.4,6.1,6.3,6.4,102,40,88,182,183,104,48,43,29,36,Star Trek: Voyager,tt0112178,6,23,6.3,811,6.13682
tt0708902,Future's End,1996,8.5,8.2,8.4,7.4,8.6,8.4,285,276,312,146,61,26,5,8,7,9,Star Trek: Voyager,tt0112178,3,8,8.3,1086,8.17674
tt0708903,Future's End: Part II,1996,8.4,8.1,8.3,7.6,8.5,8.7,257,239,306,147,60,34,5,11,5,11,Star Trek: Voyager,tt0112178,3,9,8.2,1027,8.17924
tt0708904,Good Shepherd,2e3,7.1,7,7.3,7.4,7.4,7.6,129,56,181,273,127,44,22,12,5,9,Star Trek: Voyager,tt0112178,6,20,7.2,812,7.21994
tt0708905,Gravity,1999,7.1,7.1,7.5,7.1,7.6,7.8,136,74,220,259,126,52,20,8,3,9,Star Trek: Voyager,tt0112178,5,13,7.3,863,7.262320000000001
tt0708906,Heroes and Demons,1995,6.9,6.5,6.9,6.3,7.3,7.3,125,45,145,286,230,88,53,23,20,10,Star Trek: Voyager,tt0112178,1,11,6.7,986,6.77606
tt0708907,Homestead,2001,7.5,7.5,7.8,6.6,7.7,8.1,163,110,224,197,81,37,16,11,6,5,Star Trek: Voyager,tt0112178,7,23,7.6,807,7.42666
tt0708908,Hope and Fear,1998,8.3,8.1,8.2,7.4,8.2,8.6,174,172,360,155,36,16,5,4,1,7,Star Trek: Voyager,tt0112178,4,26,8.2,880,8.05152
tt0708909,Human Error,2001,7.1,7,7.4,7.5,7.8,7.8,119,66,151,243,115,44,18,9,7,7,Star Trek: Voyager,tt0112178,7,18,7.3,738,7.331059999999999
tt0708910,Hunters,1998,7.7,7.7,7.9,7,7.8,8.2,132,97,330,208,72,26,7,5,0,2,Star Trek: Voyager,tt0112178,4,15,7.8,829,7.622
tt0708911,Imperfection,2e3,7.8,7.4,7.9,7.4,8.1,8.4,151,133,244,219,76,31,13,2,6,7,Star Trek: Voyager,tt0112178,7,2,7.7,833,7.731440000000001
tt0708912,In the Flesh,1998,8,7.6,8.2,7.4,8.2,8.2,175,164,347,184,77,27,17,3,4,9,Star Trek: Voyager,tt0112178,5,4,7.9,959,7.84788
tt0708913,Infinite Regress,1998,7.7,7.5,7.7,7.3,7.7,8.4,145,120,299,226,85,41,11,9,5,4,Star Trek: Voyager,tt0112178,5,7,7.6,898,7.622599999999999
tt0708914,Initiations,1995,6.4,6.5,6.7,5.7,6.8,6.9,104,31,109,270,241,99,40,23,19,11,Star Trek: Voyager,tt0112178,2,2,6.6,906,6.40364
tt0708915,Innocence,1996,6.3,6.4,7,6.2,7.2,7.2,117,50,159,240,202,88,45,21,15,16,Star Trek: Voyager,tt0112178,2,22,6.7,909,6.588900000000001
tt0708916,Inside Man,2e3,7.5,7.3,7.5,6.8,7.5,7.5,117,70,206,264,92,44,10,7,3,5,Star Trek: Voyager,tt0112178,7,6,7.4,778,7.2871
tt0708917,Investigations,1996,7.6,7.5,7.6,6.8,7.9,7.9,136,104,276,258,75,50,13,7,5,3,Star Trek: Voyager,tt0112178,2,20,7.6,884,7.46124
tt0708918,Jetrel,1995,7.3,7.2,7.3,7.1,7.7,7.3,132,80,221,311,133,59,26,12,8,7,Star Trek: Voyager,tt0112178,1,14,7.2,947,7.252280000000001
tt0708919,Juggernaut,1999,6.8,6.6,6.9,6.7,7.3,7.2,97,31,108,274,173,64,27,12,9,7,Star Trek: Voyager,tt0112178,5,21,6.8,762,6.831799999999999
tt0708920,Latent Image,1999,8.6,8.3,8.3,8.7,7.9,8.7,251,259,326,129,48,22,9,4,0,5,Star Trek: Voyager,tt0112178,5,11,8.3,1000,8.3814
tt0708921,Learning Curve,1995,7.2,7.1,7.1,6.3,7.7,7.4,117,68,188,336,157,56,21,12,7,8,Star Trek: Voyager,tt0112178,1,15,7.1,929,7.04626
tt0708922,Life Line,2e3,8.5,8.1,8.3,8,8.2,7.9,194,198,310,147,43,24,4,5,1,6,Star Trek: Voyager,tt0112178,6,24,8.2,880,8.14214
tt0708923,Lifesigns,1996,7.4,7.3,7.6,6.9,7.9,8,140,99,252,271,119,44,15,7,4,3,Star Trek: Voyager,tt0112178,2,19,7.5,910,7.409700000000001
tt0708925,Live Fast and Prosper,2e3,7.1,7.1,7.4,7.1,7.3,7.7,114,53,174,285,101,53,16,11,5,6,Star Trek: Voyager,tt0112178,6,21,7.3,775,7.1949
tt0708926,Living Witness,1998,9.1,8.7,8.8,8.8,8.7,8.9,444,384,243,107,34,13,7,5,1,11,Star Trek: Voyager,tt0112178,4,23,8.8,1194,8.79314
tt0708927,Macrocosm,1996,7.3,7,7.2,7.2,7.7,7.6,131,72,187,269,121,55,22,21,8,10,Star Trek: Voyager,tt0112178,3,12,7.2,855,7.25622
tt0708928,Maneuvers,1995,7.2,7.2,7.2,6.5,7.5,7.4,119,51,197,301,128,54,29,9,4,4,Star Trek: Voyager,tt0112178,2,11,7.2,854,7.0879199999999996
tt0708929,Meld,1996,8.3,7.8,7.9,7.1,8.2,8,186,151,343,215,78,35,11,9,1,1,Star Trek: Voyager,tt0112178,2,16,7.9,984,7.829940000000001
tt0708930,Memorial,2e3,7.1,6.8,7.2,7,7.5,7.5,121,64,147,254,119,73,28,17,12,14,Star Trek: Voyager,tt0112178,6,14,7,803,7.09888
tt0708931,Message in a Bottle,1998,9,8.7,8.6,8.9,8.9,9,402,419,258,111,24,9,10,4,1,5,Star Trek: Voyager,tt0112178,4,14,8.8,1182,8.7973
tt0708932,Mortal Coil,1997,6.8,6.7,6.8,5.7,6.9,7.1,114,62,143,224,184,76,41,17,13,16,Star Trek: Voyager,tt0112178,4,12,6.8,841,6.58404
tt0708933,Muse,2e3,6.8,6.5,6.9,7.4,7.5,7.4,118,70,134,195,172,75,41,14,10,19,Star Trek: Voyager,tt0112178,6,22,6.8,798,6.9939
tt0708934,Natural Law,2001,6.9,7,7.3,6.3,7.5,7.6,121,42,163,240,130,49,18,10,4,9,Star Trek: Voyager,tt0112178,7,22,7.1,749,6.984179999999999
tt0708935,Nemesis,1997,7,6.7,7.1,6.6,7.6,7.6,131,80,152,246,154,94,41,24,20,19,Star Trek: Voyager,tt0112178,4,4,6.9,920,6.99494
tt0708936,Night,1998,7.8,7.6,7.8,7.1,8.1,8.1,155,116,332,220,79,35,7,5,3,4,Star Trek: Voyager,tt0112178,5,1,7.8,913,7.66102
tt0708937,Nightingale,2e3,6.4,6.4,6.8,6.6,6.9,7.4,91,32,90,234,189,80,35,17,7,9,Star Trek: Voyager,tt0112178,7,8,6.6,745,6.638720000000001
tt0708938,Non Sequitur,1995,6.9,6.6,7.1,6.9,7.4,7,118,71,161,308,173,72,44,29,13,13,Star Trek: Voyager,tt0112178,2,5,6.9,958,6.9121
tt0708939,Nothing Human,1998,7.2,7,7.2,6.5,7.5,7.1,116,76,173,281,125,62,32,15,10,15,Star Trek: Voyager,tt0112178,5,8,7.1,860,7.018339999999999
tt0708940,Once Upon a Time,1998,6.4,6.1,6.5,5.9,6.9,7,105,37,99,179,224,111,54,32,16,36,Star Trek: Voyager,tt0112178,5,5,6.3,848,6.36686
tt0708941,One,1998,8.2,8,8.2,7.7,8.4,8.5,201,208,292,173,56,18,3,4,2,7,Star Trek: Voyager,tt0112178,4,25,8.1,913,8.08154
tt0708942,One Small Step,1999,7.6,7.6,7.9,7.1,8.1,8.3,182,126,268,210,86,34,17,5,4,3,Star Trek: Voyager,tt0112178,6,8,7.8,888,7.65218
tt0708943,Parallax,1995,7.3,7,7.2,6.6,7.8,7.6,143,55,237,446,182,62,19,19,4,6,Star Trek: Voyager,tt0112178,1,2,7.2,1131,7.159459999999999
tt0708944,Pathfinder,1999,8.6,8.3,8.4,8.2,8.7,8.6,280,260,291,117,46,20,5,9,4,7,Star Trek: Voyager,tt0112178,6,10,8.4,989,8.4017
tt0708945,Persistence of Vision,1995,6.6,6.8,7,6.7,7.5,7.6,119,48,142,285,167,74,36,19,13,8,Star Trek: Voyager,tt0112178,2,8,6.9,870,6.90816
tt0708946,Phage,1995,7,7,7.2,7.1,7.4,7.7,118,63,207,423,171,63,24,14,2,9,Star Trek: Voyager,tt0112178,1,4,7.1,1053,7.13806
tt0708947,Prey,1998,8.2,8,8.2,7.7,8.1,8.1,153,185,329,151,39,20,7,10,4,5,Star Trek: Voyager,tt0112178,4,16,8.1,855,7.99398
tt0708948,Prime Factors,1995,7.5,7.2,7.4,7,7.8,7.7,135,83,259,322,152,47,14,12,4,6,Star Trek: Voyager,tt0112178,1,9,7.3,994,7.356000000000001
tt0708949,Projections,1995,8.2,7.9,7.8,8.1,8.1,8,183,171,392,198,67,27,14,12,4,5,Star Trek: Voyager,tt0112178,2,3,8,1019,7.97926
tt0708950,Prophecy,2001,7.4,7.1,7.3,7,7.7,8,130,54,167,275,108,54,6,11,5,8,Star Trek: Voyager,tt0112178,7,14,7.3,776,7.321700000000001
tt0708951,Prototype,1996,7.6,7.5,7.6,7.4,7.7,7.6,147,106,272,254,134,40,9,8,3,8,Star Trek: Voyager,tt0112178,2,13,7.6,935,7.50938
tt0708952,Q2,2001,7.5,7.2,7.3,6.1,7.8,7.9,144,75,209,238,103,50,19,18,8,10,Star Trek: Voyager,tt0112178,7,19,7.3,832,7.19888
tt0708953,Random Thoughts,1997,6.8,6.7,7,5.8,7.2,7,97,40,146,275,175,77,26,17,11,4,Star Trek: Voyager,tt0112178,4,10,6.8,823,6.661379999999999
tt0708954,Real Life,1997,7.4,7.2,7.4,6.8,7.8,7.8,155,92,215,261,117,43,31,11,6,11,Star Trek: Voyager,tt0112178,3,22,7.4,897,7.307360000000001
tt0708955,Relativity,1999,8.6,8.4,8.7,8.3,8.6,8.8,291,334,247,107,37,22,5,5,0,4,Star Trek: Voyager,tt0112178,5,24,8.6,1010,8.4916
tt0708956,Remember,1996,7.1,6.9,7.3,6.8,7.8,7.5,136,59,166,263,140,69,24,14,7,11,Star Trek: Voyager,tt0112178,3,6,7.1,849,7.135139999999999
tt0708957,Renaissance Man,2001,7.6,7.5,7.6,8.2,7.8,7.9,141,93,234,188,83,27,14,12,9,8,Star Trek: Voyager,tt0112178,7,24,7.6,766,7.7052000000000005
tt0708958,Repentance,2001,7.1,7.2,7.4,6.9,7.6,7.9,121,80,181,248,108,43,19,9,7,16,Star Trek: Voyager,tt0112178,7,13,7.3,788,7.2396400000000005
tt0708959,Repression,2e3,6.6,6.6,7,6.7,7,6.9,100,39,117,214,177,69,38,15,8,15,Star Trek: Voyager,tt0112178,7,4,6.7,751,6.72374
tt0708960,Resistance,1995,7,6.9,7.2,7.3,8.1,7.5,133,68,164,273,165,69,33,15,10,4,Star Trek: Voyager,tt0112178,2,12,7.1,893,7.2297199999999995
tt0708961,Resolutions,1996,7.4,7.1,7.3,7.7,8.4,8.3,156,84,218,268,128,51,18,15,7,4,Star Trek: Voyager,tt0112178,2,25,7.4,907,7.580960000000001
tt0708962,Retrospect,1998,6.8,6.7,7.2,6.8,6.1,7,107,38,131,270,165,69,30,16,13,35,Star Trek: Voyager,tt0112178,4,17,6.8,824,6.72502
tt0708963,Revulsion,1997,7.4,7.3,7.4,7,7.8,7.5,125,69,217,315,124,36,19,2,3,1,Star Trek: Voyager,tt0112178,4,5,7.4,866,7.326480000000001
tt0708964,Riddles,1999,7.5,7.2,7.4,6.6,8.1,8.2,137,87,213,246,110,43,16,4,6,5,Star Trek: Voyager,tt0112178,6,6,7.4,822,7.38162
tt0708965,Rise,1997,6.6,6.6,7,6.1,7.4,7.3,109,35,132,258,159,76,29,22,4,9,Star Trek: Voyager,tt0112178,3,19,6.8,791,6.71454
tt0708967,Scientific Method,1997,8.1,7.9,8.1,7.8,8.3,8.4,168,170,358,180,52,28,7,6,0,3,Star Trek: Voyager,tt0112178,4,7,8,924,8.019
tt0708968,Scorpion,1997,9.3,8.8,8.9,8.5,9.1,8.9,479,413,203,76,25,12,2,3,1,23,Star Trek: Voyager,tt0112178,3,26,8.9,1188,8.87164
tt0708969,Scorpion: Part II,1997,9.2,8.7,8.9,8.4,8.9,8.9,429,416,214,84,22,11,2,3,4,21,Star Trek: Voyager,tt0112178,4,1,8.9,1158,8.78516
tt0708970,Shattered,2001,8.4,8,8.3,8,8.7,8.4,239,227,287,128,47,33,13,8,2,6,Star Trek: Voyager,tt0112178,7,11,8.2,940,8.227839999999999
tt0708971,Someone to Watch Over Me,1999,8.3,8,8.2,7.4,8.2,8.8,248,227,280,149,61,32,17,6,3,7,Star Trek: Voyager,tt0112178,5,22,8.2,983,8.05754
tt0708972,Spirit Folk,2e3,6.2,6.1,6.3,6.3,7,6.8,125,40,97,156,165,112,49,30,26,54,Star Trek: Voyager,tt0112178,6,17,6.2,808,6.3541
tt0708973,State of Flux,1995,7.7,7.6,7.5,7.1,8,7.7,129,81,359,299,81,37,9,6,1,3,Star Trek: Voyager,tt0112178,1,10,7.6,966,7.532719999999999
tt0708974,Survival Instinct,1999,7.5,7.4,7.8,7.1,7.8,8.2,129,83,283,248,92,31,14,3,2,4,Star Trek: Voyager,tt0112178,6,2,7.6,846,7.52666
tt0708975,Tattoo,1995,5.8,6,6.5,6.2,6.7,7.2,112,40,100,181,224,130,62,39,31,30,Star Trek: Voyager,tt0112178,2,9,6.2,908,6.259799999999999
tt0708976,The 37's,1995,7.3,7.1,7.5,7.1,7.6,8,173,111,266,304,124,71,31,22,18,17,Star Trek: Voyager,tt0112178,2,1,7.4,1089,7.33264
tt0708977,The Chute,1996,6.7,6.7,6.8,6.6,7.3,7.3,110,50,128,257,194,78,28,17,10,10,Star Trek: Voyager,tt0112178,3,3,6.8,842,6.80402
tt0708978,The Cloud,1995,6.3,6.3,6.5,6.3,7.2,6.9,108,33,98,292,313,126,46,21,11,11,Star Trek: Voyager,tt0112178,1,5,6.5,1019,6.48082
tt0708979,Darkling,1997,6,6.2,6.7,6.1,7.1,7.1,106,23,90,197,219,100,40,25,12,16,Star Trek: Voyager,tt0112178,3,18,6.4,790,6.39558
tt0708980,The Disease,1999,6.5,6.5,7.1,6.2,6.9,7,112,34,143,252,184,82,28,11,16,22,Star Trek: Voyager,tt0112178,5,17,6.7,840,6.6038
tt0708981,The Fight,1999,5.1,4.9,5.5,5.5,5.6,6.5,90,24,49,89,149,195,107,68,65,85,Star Trek: Voyager,tt0112178,5,19,5.2,878,5.39614
tt0708982,The Gift,1997,8,7.8,8,7.6,8.2,8.3,173,156,358,203,69,29,8,7,5,8,Star Trek: Voyager,tt0112178,4,2,7.9,971,7.90126
tt0708983,The Haunting of Deck Twelve,2e3,7.3,6.9,7.3,6.9,7.4,7.7,128,55,155,258,115,50,19,15,7,11,Star Trek: Voyager,tt0112178,6,25,7.2,767,7.1693
tt0708985,The Killing Game: Part II,1998,7.9,7.6,7.7,7.8,8.3,8.2,168,127,289,188,76,35,16,13,12,12,Star Trek: Voyager,tt0112178,4,19,7.8,885,7.83742
tt0708986,The Omega Directive,1998,7.5,7.4,7.5,7,7.8,7.8,136,90,282,248,103,38,15,11,4,15,Star Trek: Voyager,tt0112178,4,21,7.5,895,7.4171
tt0708987,The Q and the Grey,1996,7.2,7,7.3,6.7,8,7.9,146,95,200,259,117,59,30,15,11,18,Star Trek: Voyager,tt0112178,3,11,7.2,905,7.23146
tt0708988,The Raven,1997,7.4,7.3,7.6,7,7.9,7.8,117,89,235,311,96,34,11,5,1,7,Star Trek: Voyager,tt0112178,4,6,7.5,861,7.404780000000001
tt0708989,The Swarm,1996,7.1,7.1,7.2,6.7,7.2,7.5,111,48,180,295,146,50,18,3,5,3,Star Trek: Voyager,tt0112178,3,4,7.1,819,7.05466
tt0708990,The Thaw,1996,7.7,7.4,7.3,6.9,7.6,7.5,207,152,239,229,113,62,39,28,17,50,Star Trek: Voyager,tt0112178,2,23,7.3,1084,7.35376
tt0708991,The Void,2001,8.3,7.9,8,7.9,7.9,8.6,176,129,331,159,50,19,7,5,2,4,Star Trek: Voyager,tt0112178,7,15,8,840,8.03832
tt0708992,The Voyager Conspiracy,1999,7.6,7.4,7.6,7,7.9,7.7,139,84,262,241,84,45,16,10,6,6,Star Trek: Voyager,tt0112178,6,9,7.5,847,7.45742
tt0708993,Think Tank,1999,7.7,7.6,7.7,7.2,7.6,7.9,132,112,300,241,82,33,15,3,7,4,Star Trek: Voyager,tt0112178,5,20,7.6,879,7.5495600000000005
tt0708994,Thirty Days,1998,7.3,7.1,7.2,6.3,7.3,7.7,115,64,193,290,120,46,22,12,4,12,Star Trek: Voyager,tt0112178,5,9,7.2,836,7.06502
tt0708995,Threshold,1996,5.1,4.8,5.7,5.3,5.5,5.7,125,35,94,142,170,155,91,93,80,188,Star Trek: Voyager,tt0112178,2,15,5.2,1122,5.2648
tt0708996,Time and Again,1995,7,7,7.3,7.1,7.8,7.5,145,78,218,393,175,85,26,19,8,4,Star Trek: Voyager,tt0112178,1,3,7.1,1107,7.18414
tt0708997,Timeless,1998,8.9,8.7,8.8,8.5,8.6,9,433,403,224,113,39,20,3,6,5,8,Star Trek: Voyager,tt0112178,5,6,8.7,1200,8.68896
tt0708998,Tinker Tenor Doctor Spy,1999,8.9,8.5,8.3,8.4,8.7,8.8,352,293,277,111,40,20,12,7,2,9,Star Trek: Voyager,tt0112178,6,4,8.5,1072,8.55208
tt0708999,Tsunkatse,2e3,7,7,7.3,6.1,7.5,7.5,144,70,167,266,139,48,24,14,9,17,Star Trek: Voyager,tt0112178,6,15,7.2,852,6.959219999999999
tt0709000,Tuvix,1996,7.6,7.5,7.7,6.9,8.1,8.3,230,169,289,232,108,62,23,16,15,33,Star Trek: Voyager,tt0112178,2,24,7.6,1129,7.5684
tt0709001,Twisted,1995,7,6.8,7.1,7,7.8,7.5,134,60,183,296,149,67,33,17,12,18,Star Trek: Voyager,tt0112178,2,6,7.1,928,7.10146
tt0709002,Unforgettable,1998,6,6.1,6.7,6.5,6.8,6.8,100,36,115,194,214,103,50,26,17,33,Star Trek: Voyager,tt0112178,4,22,6.4,841,6.37598
tt0709003,Unimatrix Zero,2e3,7.9,7.8,8.2,7.8,8.3,8.4,192,134,304,153,44,21,9,6,6,9,Star Trek: Voyager,tt0112178,6,26,8,829,7.96954
tt0709004,Unimatrix Zero: Part II,2e3,7.8,7.8,8.2,7.5,8.2,8.2,189,138,307,145,54,24,17,8,3,11,Star Trek: Voyager,tt0112178,7,1,8,845,7.85388
tt0709005,Unity,1997,8,7.8,7.8,7.6,8.2,8.2,146,109,349,237,52,18,6,4,0,1,Star Trek: Voyager,tt0112178,3,17,7.9,875,7.859919999999999
